snapshot_date,symbol,idx_code,issuer_name,board,sector
2025-09-20,ESSA.JK,ESSA,PT ESSA Industries Indonesia Tbk,,Energy minerals
2025-09-20,ESTA.JK,ESTA,PT Esta Multi Usaha Tbk,,Consumer services
2025-09-20,ESTI.JK,ESTI,PT Ever Shine Textile Tbk,,Process industries
2025-09-20,EURO.JK,EURO,PT Estee Gold Feet Tbk,,Consumer non-durables
2025-09-20,EXCL.JK,EXCL,PT XLSMART Telecom Sejahtera Tbk,,Communications
2025-09-20,FAPA.JK,FAPA,PT FAP Agri Tbk,,Consumer non-durables
2025-09-20,FAST.JK,FAST,PT Fast Food Indonesia Tbk,,Consumer services
2025-09-20,FILM.JK,FILM,PT MD Entertainment Tbk,,Consumer services
2025-09-20,FIRE.JK,FIRE,PT Alfa Energi Investama Tbk,,Energy minerals
2025-09-20,FISH.JK,FISH,PT FKS Multi Agro Tbk,,Consumer non-durables
2025-09-20,FITT.JK,FITT,PT Hotel Fitra International Tbk,,Consumer services
2025-09-20,FLMC.JK,FLMC,PT Falmaco Nonwoven Industri Tbk,,Process industries
2025-09-20,FMII.JK,FMII,PT Fortune Mate Indonesia Tbk,,Finance
2025-09-20,FOLK.JK,FOLK,PT Multi Garam Utama Tbk,,Distribution services
2025-09-20,FOOD.JK,FOOD,PT Sentra Food Indonesia Tbk,,Distribution services
2025-09-20,FORE.JK,FORE,PT Fore Kopi Indonesia Tbk,,Consumer services
2025-09-20,FORU.JK,FORU,"PT Fortune Indonesia, Tbk",,Commercial services
2025-09-20,FPNI.JK,FPNI,PT Lotte Chemical Titan Tbk,,Process industries
2025-09-20,FUJI.JK,FUJI,PT Fuji Finance Indonesia Tbk.,,Finance
2025-09-20,FUTR.JK,FUTR,PT Futura Energi Global Tbk,,Commercial services
2025-09-20,FWCT.JK,FWCT,PT Wijaya Cahaya Timber Tbk,,Non-energy minerals
2025-09-20,GDST.JK,GDST,PT Gunawan Dianjaya Steel Tbk,,Non-energy minerals
2025-09-20,GDYR.JK,GDYR,PT Goodyear Indonesia Tbk,,Consumer durables
2025-09-20,GEMA.JK,GEMA,PT Gema Grahasarana Tbk,,Producer manufacturing
2025-09-20,GEMS.JK,GEMS,PT Golden Energy Mines Tbk,,Energy minerals
2025-09-20,GGRM.JK,GGRM,PT Gudang Garam Tbk,,Consumer non-durables
2025-09-20,GGRP.JK,GGRP,PT Gunung Raja Paksi Tbk,,Non-energy minerals
2025-09-20,GHON.JK,GHON,PT Gihon Telekomunikasi Indonesia,,Communications
2025-09-20,GIAA.JK,GIAA,PT Garuda Indonesia (Persero) Tbk Class B,,Transportation
2025-09-20,GJTL.JK,GJTL,PT Gajah Tunggal Tbk,,Consumer durables
2025-09-20,GLOB.JK,GLOB,PT Globe Kita Terang Tbk,,Retail trade
2025-09-20,GLVA.JK,GLVA,PT Galva Technologies Tbk,,Distribution services
2025-09-20,GMFI.JK,GMFI,PT Garuda Maintenance Facility Aero Asia Tbk,,Transportation
2025-09-20,GMTD.JK,GMTD,PT Gowa Makassar Tourism Development Tbk,,Finance
2025-09-20,GOLD.JK,GOLD,PT Visi Telekomunikasi Infrastruktur Tbk,,Finance
2025-09-20,GOLF.JK,GOLF,PT Intra Golflink Resorts Tbk,,Commercial services
2025-09-20,GOOD.JK,GOOD,PT Garudafood Putra Putri Jaya Tbk,,Consumer non-durables
2025-09-20,GOTO.JK,GOTO,PT GoTo Gojek Tokopedia Tbk,,Technology services
2025-09-20,GPRA.JK,GPRA,PT Perdana Gapuraprima Tbk,,Consumer durables
2025-09-20,GPSO.JK,GPSO,PT Geoprima Solusi Tbk,,Technology services
2025-09-20,GRIA.JK,GRIA,PT Ingria Pratama Capitalindo Tbk,,Finance
2025-09-20,GRPH.JK,GRPH,PT Griptha Putra Persada Tbk,,Consumer services
2025-09-20,GRPM.JK,GRPM,PT Graha Prima Mentari Tbk,,Distribution services
2025-09-20,GSMF.JK,GSMF,PT Equity Development Investment Tbk Class A,,Finance
2025-09-20,GTBO.JK,GTBO,PT Garda Tujuh Buana Tbk,,Energy minerals
2025-09-20,GTRA.JK,GTRA,PT Grahaprima Suksesmandiri Tbk,,Transportation
2025-09-20,GTSI.JK,GTSI,PT GTS Internasional,,Transportation
2025-09-20,GULA.JK,GULA,PT Aman Agrindo Tbk,,Process industries
2025-09-20,GUNA.JK,GUNA,PT Gunanusa Eramandiri Tbk,,Consumer non-durables
2025-09-20,GWSA.JK,GWSA,PT Greenwood Sejahtera Tbk,,Finance
2025-09-20,GZCO.JK,GZCO,PT Gozco Plantations Tbk,,Process industries
2025-09-20,HADE.JK,HADE,PT Himalaya Energi Perkasa Tbk,,Distribution services
2025-09-20,HAIS.JK,HAIS,PT Hasnur Internasional Shipping Tbk,,Transportation
2025-09-20,HAJJ.JK,HAJJ,PT Arsy Buana Travelindo Tbk,,Consumer services
2025-09-20,HALO.JK,HALO,PT Haloni Jane Tbk,,Producer manufacturing
2025-09-20,HATM.JK,HATM,PT Habco Trans Maritima Tbk,,Transportation
2025-09-20,HBAT.JK,HBAT,PT Minahasa Membangun Hebat Tbk,,Finance
2025-09-20,HDFA.JK,HDFA,PT Radana Bhaskara Finance Tbk,,Finance
2025-09-20,HDIT.JK,HDIT,PT Hensel Davest Indonesia Tbk,,Commercial services
2025-09-20,HEAL.JK,HEAL,PT Medikaloka Hermina Tbk,,Health services
2025-09-20,HELI.JK,HELI,PT Jaya Trishindo Tbk,,Transportation
2025-09-20,HERO.JK,HERO,PT DFI Retail Nusantara Tbk,,Retail trade
2025-09-20,HEXA.JK,HEXA,PT Hexindo Adiperkasa Tbk,,Distribution services
2025-09-20,HGII.JK,HGII,PT Hero Global Investment Tbk,,Utilities
2025-09-20,HILL.JK,HILL,PT Hillcon Tbk,,Non-energy minerals
2025-09-20,HMSP.JK,HMSP,PT Hanjaya Mandala Sampoerna Tbk,,Consumer non-durables
2025-09-20,HOKI.JK,HOKI,PT Buyung Poetra Sembada Tbk,,Process industries
2025-09-20,HOMI.JK,HOMI,PT Grand House Mulia Tbk,,Finance
2025-09-20,HOPE.JK,HOPE,PT Harapan Duta Pertiwi Tbk,,Producer manufacturing
2025-09-20,HRME.JK,HRME,PT Menteng Heritage Realty Tbk,,Consumer services
2025-09-20,HRTA.JK,HRTA,PT Hartadinata Abadi Tbk,,Consumer durables
2025-09-20,HRUM.JK,HRUM,PT Harum Energy Tbk,,Energy minerals
2025-09-20,HUMI.JK,HUMI,PT Humpuss Maritim Internasional Tbk,,Transportation
2025-09-20,HYGN.JK,HYGN,PT Ecocare Indo Pasifik Tbk,,Commercial services
2025-09-20,IATA.JK,IATA,PT MNC Energy Investments Tbk,,Distribution services
2025-09-20,IBFN.JK,IBFN,PT Intan Baru Prana Tbk,,Finance
2025-09-20,IBOS.JK,IBOS,PT Indo Boga Sukses Tbk,,Consumer services
2025-09-20,IBST.JK,IBST,PT Inti Bangun Sejahtera Tbk,,Industrial services
2025-09-20,ICBP.JK,ICBP,PT Indofood CBP Sukses Makmur Tbk,,Consumer non-durables
2025-09-20,ICON.JK,ICON,PT Island Concepts Indonesia Tbk,,Consumer services
2025-09-20,IDEA.JK,IDEA,PT Idea Indonesia Akademi Tbk,,Commercial services
2025-09-20,IDPR.JK,IDPR,PT Indonesia Pondasi Raya Tbk,,Industrial services
2025-09-20,IFII.JK,IFII,PT Indonesia Fibreboard Industry Tbk,,Non-energy minerals
2025-09-20,IFSH.JK,IFSH,PT Ifishdeco Tbk,,Non-energy minerals
2025-09-20,IGAR.JK,IGAR,PT Champion Pacific Indonesia Tbk,,Process industries
2025-09-20,IKAI.JK,IKAI,PT Intikeramik Alamasri Industri Tbk,,Producer manufacturing
2025-09-20,IKAN.JK,IKAN,PT Era Mandiri Cemerlang Tbk,,Consumer non-durables
2025-09-20,IKBI.JK,IKBI,PT Sumi Indo Kabel Tbk,,Electronic technology
2025-09-20,IKPM.JK,IKPM,PT Ikapharmindo Putramas Tbk,,Health technology
2025-09-20,IMAS.JK,IMAS,PT Indomobil Sukses Internasional Tbk,,Consumer durables
2025-09-20,IMJS.JK,IMJS,PT Indomobil Multi Jasa Tbk,,Finance
2025-09-20,IMPC.JK,IMPC,PT Impack Pratama Industri Tbk,,Producer manufacturing
2025-09-20,INAI.JK,INAI,PT Indal Aluminium Industry Tbk,,Non-energy minerals
2025-09-20,INCF.JK,INCF,PT Indo Komoditi Korpora Tbk Class A,,Producer manufacturing
2025-09-20,INCI.JK,INCI,PT Intanwijaya Internasional Tbk,,Process industries
2025-09-20,INCO.JK,INCO,PT Vale Indonesia Tbk,,Non-energy minerals
2025-09-20,INDF.JK,INDF,PT Indofood Sukses Makmur Tbk,,Consumer non-durables
2025-09-20,INDO.JK,INDO,PT Royalindo Investa Wijaya Tbk,,Finance
2025-09-20,INDR.JK,INDR,PT Indo-Rama Synthetics Tbk,,Process industries
2025-09-20,INDS.JK,INDS,PT Indospring Tbk,,Producer manufacturing
2025-09-20,INDX.JK,INDX,PT Tanah Laut Tbk,,Technology services
2025-09-20,INDY.JK,INDY,PT Indika Energy Tbk,,Energy minerals
2025-09-20,INET.JK,INET,PT Sinergi Inti Andalan Prima Tbk,,Communications
2025-09-20,INKP.JK,INKP,PT Indah Kiat Pulp & Paper Tbk,,Process industries
2025-09-20,INOV.JK,INOV,PT Inocycle Technology Group Tbk,,Process industries
2025-09-20,INPC.JK,INPC,PT Bank Artha Graha Internasional Tbk,,Finance
2025-09-20,INPP.JK,INPP,PT Indonesian Paradise Property Tbk,,Consumer services
2025-09-20,INPS.JK,INPS,PT Indah Prakasa Sentosa Tbk,,Utilities
2025-09-20,INRU.JK,INRU,PT Toba Pulp Lestari Tbk,,Process industries
2025-09-20,INTA.JK,INTA,PT Intraco Penta Tbk,,Distribution services
2025-09-20,INTD.JK,INTD,PT Inter-Delta Tbk,,Consumer durables
2025-09-20,INTP.JK,INTP,PT Indocement Tunggal Prakarsa Tbk,,Non-energy minerals
2025-09-20,IOTF.JK,IOTF,PT Sumber Sinergi Makmur Tbk,,Distribution services
2025-09-20,IPAC.JK,IPAC,PT Era Graharealty Tbk,,Finance
2025-09-20,IPCC.JK,IPCC,PT Indonesia Kendaraan Terminal Tbk,,Transportation
2025-09-20,IPCM.JK,IPCM,PT Jasa Armada Indonesia Tbk,,Transportation
2025-09-20,IPOL.JK,IPOL,PT Indopoly Swakarsa Industry Tbk,,Process industries
2025-09-20,IPTV.JK,IPTV,PT MNC Vision Networks Tbk Class A,,Consumer services
2025-09-20,IRRA.JK,IRRA,PT Itama Ranoraya Tbk,,Distribution services
2025-09-20,IRSX.JK,IRSX,PT Aviana Sinar Abadi Tbk,,Technology services
2025-09-20,ISAP.JK,ISAP,PT Isra Presisi Indonesia Tbk,,Producer manufacturing
2025-09-20,ISAT.JK,ISAT,PT Indosat Tbk Class B,,Communications
2025-09-20,ISEA.JK,ISEA,PT Indo American Seafoods Tbk,,Consumer non-durables
2025-09-20,ISSP.JK,ISSP,PT Steel Pipe Industry of Indonesia Tbk,,Non-energy minerals
2025-09-20,ITIC.JK,ITIC,PT Indonesian Tobacco Tbk,,Consumer non-durables
2025-09-20,ITMA.JK,ITMA,PT Sumber Energi Andalan Tbk,,Energy minerals
2025-09-20,ITMG.JK,ITMG,PT Indo Tambangraya Megah Tbk,,Energy minerals
2025-09-20,JARR.JK,JARR,PT Jhonlin Agro Raya Tbk,,Process industries
2025-09-20,JAST.JK,JAST,PT Jasnita Telekomindo Tbk,,Communications
2025-09-20,JATI.JK,JATI,PT Informasi Teknologi Indonesia Tbk,,Technology services
2025-09-20,JAWA.JK,JAWA,PT Jaya Agra Wattie Tbk,,Process industries
2025-09-20,JAYA.JK,JAYA,PT Armada Berjaya Trans Tbk,,Transportation
2025-09-20,JECC.JK,JECC,PT Jembo Cable Co. Tbk,,Producer manufacturing
2025-09-20,JGLE.JK,JGLE,PT Graha Andrasentra Propertindo Tbk,,Finance
2025-09-20,JIHD.JK,JIHD,PT Jakarta International Hotels & Development Tbk,,Finance
2025-09-20,JKON.JK,JKON,PT Jaya Konstruksi Manggala Pratama Tbk,,Industrial services
2025-09-20,JMAS.JK,JMAS,PT Asuransi Jiwa Syariah Jasa Mitra Abadi Tbk,,Finance
2025-09-20,JPFA.JK,JPFA,PT Japfa Comfeed Indonesia Tbk Class A,,Process industries
2025-09-20,JRPT.JK,JRPT,PT Jaya Real Property Tbk,,Finance
2025-09-20,JSMR.JK,JSMR,PT Jasa Marga (Persero) Tbk Class B,,Transportation
2025-09-20,JSPT.JK,JSPT,PT Jakarta Setiabudi Internasional Tbk,,Consumer services
2025-09-20,JTPE.JK,JTPE,PT Jasuindo Tiga Perkasa Tbk,,Commercial services
2025-09-20,KAEF.JK,KAEF,PT Kimia Farma Tbk Class B,,Health technology
2025-09-20,KAQI.JK,KAQI,PT Jantra Grupo Indonesia Tbk,,Consumer services
2025-09-20,KARW.JK,KARW,PT Meratus Jasa Prima Tbk,,Transportation
2025-09-20,KBAG.JK,KBAG,PT Karya Bersama Anugerah Tbk,,Finance
2025-09-20,KBLI.JK,KBLI,PT KMI Wire & Cable Tbk Class A,,Producer manufacturing
2025-09-20,KBLM.JK,KBLM,PT Kabelindo Murni Tbk Class A,,Producer manufacturing
2025-09-20,KBLV.JK,KBLV,PT First Media Tbk,,Consumer services
2025-09-20,KDSI.JK,KDSI,PT Kedawung Setia Industrial Tbk,,Process industries
2025-09-20,KDTN.JK,KDTN,PT Puri Sentul Permai Tbk,,Consumer services
2025-09-20,KEEN.JK,KEEN,PT Kencana Energi Lestari Tbk,,Utilities
2025-09-20,KEJU.JK,KEJU,PT Mulia Boga Raya Tbk,,Consumer non-durables
2025-09-20,KETR.JK,KETR,PT Ketrosden Triasmitra Tbk,,Industrial services
2025-09-20,KICI.JK,KICI,PT Kedaung Indah Can Tbk,,Consumer durables
2025-09-20,KIJA.JK,KIJA,PT Kawasan Industri Jababeka Tbk Class A,,Finance
2025-09-20,KING.JK,KING,PT Hoffmen Cleanindo Tbk,,Commercial services
2025-09-20,KINO.JK,KINO,PT Kino Indonesia Tbk,,Consumer non-durables
2025-09-20,KIOS.JK,KIOS,PT Kioson Komersial Indonesia Tbk,,Retail trade
2025-09-20,KJEN.JK,KJEN,PT Krida Jaringan Nusantara Tbk,,Transportation
2025-09-20,KKES.JK,KKES,PT Kusuma Kemindo Sentosa Tbk,,Distribution services
2025-09-20,KKGI.JK,KKGI,PT Resource Alam Indonesia Tbk,,Energy minerals
2025-09-20,KLAS.JK,KLAS,PT Pelayaran Kurnia Lautan Semesta Tbk,,Transportation
2025-09-20,KLBF.JK,KLBF,PT Kalbe Farma Tbk,,Health technology
2025-09-20,KLIN.JK,KLIN,PT Klinko Karya Imaji Tbk,,Consumer non-durables
2025-09-20,KMDS.JK,KMDS,PT Kurniamitra Duta Sentosa Tbk,,Distribution services
2025-09-20,KMTR.JK,KMTR,PT Kirana Megatara Tbk,,Producer manufacturing
2025-09-20,KOBX.JK,KOBX,PT Kobexindo Tractors Tbk,,Distribution services
2025-09-20,KOCI.JK,KOCI,PT Kokoh Exa Nusantara Tbk,,Finance
2025-09-20,KOIN.JK,KOIN,PT Kokoh Inti Arebama Tbk,,Distribution services
2025-09-20,KOKA.JK,KOKA,PT Koka Indonesia Tbk,,Industrial services
2025-09-20,KONI.JK,KONI,PT Perdana Bangun Pusaka Tbk,,Retail trade
2025-09-20,KOPI.JK,KOPI,PT Mitra Energi Persada Tbk,,Distribution services
2025-09-20,KOTA.JK,KOTA,PT DMS Propertindo Tbk,,Finance
2025-09-20,KPIG.JK,KPIG,PT MNC Tourism Indonesia Tbk,,Finance
2025-09-20,KRAS.JK,KRAS,PT Krakatau Steel (Persero) Tbk Class B,,Non-energy minerals
2025-09-20,KREN.JK,KREN,PT Quantum Clovera Investama Tbk,,Finance
2025-09-20,KRYA.JK,KRYA,PT Bangun Karya Perkasa Jaya Tbk,,Producer manufacturing
2025-09-20,KSIX.JK,KSIX,PT Kentanix Supra International Tbk,,Consumer durables
2025-09-20,KUAS.JK,KUAS,PT Ace Oldfields Tbk,,Producer manufacturing
2025-09-20,LABS.JK,LABS,PT UBC Medical Indonesia Tbk,,Distribution services
2025-09-20,LAJU.JK,LAJU,PT Jasa Berdikari Logistics Tbk,,Transportation
2025-09-20,LAND.JK,LAND,PT Trimitra Propertindo Tbk,,Consumer durables
2025-09-20,LAPD.JK,LAPD,PT Leyand International Tbk,,Utilities
2025-09-20,LCKM.JK,LCKM,PT LCK Global Kedaton Tbk,,Industrial services
2025-09-20,LEAD.JK,LEAD,PT Logindo Samudramakmur Tbk,,Industrial services
2025-09-20,LFLO.JK,LFLO,PT Imago Mulia Persada Tbk,,Commercial services
2025-09-20,LIFE.JK,LIFE,PT MSIG Life Insurance Indonesia Tbk,,Finance
2025-09-20,LINK.JK,LINK,PT Link Net Tbk,,Communications
2025-09-20,LION.JK,LION,PT Lion Metal Works Tbk,,Producer manufacturing
2025-09-20,LIVE.JK,LIVE,PT Homeco Victoria Makmur Tbk,,Distribution services
2025-09-20,LMAX.JK,LMAX,PT Lupromax Pelumas Indonesia Tbk,,Process industries
2025-09-20,LMPI.JK,LMPI,PT Langgeng Makmur Industri Tbk,,Consumer durables
2025-09-20,LOPI.JK,LOPI,PT Logisticsplus International Tbk,,Transportation
2025-09-20,LPCK.JK,LPCK,PT Lippo Cikarang Tbk,,Finance
2025-09-20,LPGI.JK,LPGI,PT Lippo General Insurance Tbk,,Finance
2025-09-20,LPIN.JK,LPIN,PT Multi Prima Sejahtera Tbk,,Electronic technology
2025-09-20,LPKR.JK,LPKR,PT Lippo Karawaci Tbk,,Finance
2025-09-20,LPLI.JK,LPLI,PT Star Pacific Tbk Class A,,Technology services
2025-09-20,LPPF.JK,LPPF,PT Matahari Department Store Tbk Class A,,Retail trade
2025-09-20,LPPS.JK,LPPS,PT Lenox Pasifik InvestamaTbk Class A,,Finance
2025-09-20,LRNA.JK,LRNA,PT Eka Sari Lorena Transport Tbk,,Transportation
2025-09-20,LSIP.JK,LSIP,PT Perusahaan Perkebunan London Sumatra Indonesia Tbk,,Process industries
2025-09-20,LTLS.JK,LTLS,PT Lautan Luas Tbk,,Distribution services
2025-09-20,LUCK.JK,LUCK,PT Sentral Mitra Informatika Tbk,,Distribution services
2025-09-20,LUCY.JK,LUCY,PT Lima Dua Lima Tiga Tbk,,Commercial services
2025-09-20,MAHA.JK,MAHA,PT Mandiri Herindo Adiperkasa Tbk,,Energy minerals
2025-09-20,MAIN.JK,MAIN,PT Malindo Feedmill Tbk,,Process industries
2025-09-20,MANG.JK,MANG,PT Manggung Polahraya Tbk,,Consumer durables
2025-09-20,MAPA.JK,MAPA,PT MAP Aktif Adiperkasa Tbk,,Retail trade
2025-09-20,MAPB.JK,MAPB,PT Map Boga Adiperkasa Tbk,,Consumer services
2025-09-20,MAPI.JK,MAPI,PT Mitra Adiperkasa Tbk,,Retail trade
2025-09-20,MARI.JK,MARI,PT Mahaka Radio Integra Tbk,,Consumer services
2025-09-20,MARK.JK,MARK,PT Mark Dynamics Indonesia Tbk,,Non-energy minerals
2025-09-20,MASB.JK,MASB,PT Bank Multiarta Sentosa Tbk,,Finance
2025-09-20,MAXI.JK,MAXI,PT Maxindo Karya Anugerah Tbk,,Consumer non-durables
2025-09-20,MAYA.JK,MAYA,PT Bank Mayapada Internasional Tbk Class A,,Finance
2025-09-20,MBAP.JK,MBAP,PT Mitrabara Adiperdana Tbk,,Energy minerals
2025-09-20,MBMA.JK,MBMA,PT Merdeka Battery Materials Tbk,,Non-energy minerals
2025-09-20,MBSS.JK,MBSS,PT Mitrabahtera Segara Sejati Tbk,,Transportation
2025-09-20,MBTO.JK,MBTO,PT Martina Berto Tbk,,Consumer non-durables
2025-09-20,MCAS.JK,MCAS,PT M Cash Integrasi Tbk,,Technology services
2025-09-20,MCOL.JK,MCOL,PT Prima Andalan Mandiri Tbk,,Energy minerals
2025-09-20,MCOR.JK,MCOR,PT Bank China Construction Bank Indonesia Tbk,,Finance
2025-09-20,MDIA.JK,MDIA,PT Intermedia Capital Tbk,,Consumer services
2025-09-20,MDIY.JK,MDIY,PT Daya Intiguna Yasa Tbk,,Retail trade
2025-09-20,MDKA.JK,MDKA,PT Merdeka Copper Gold Tbk,,Non-energy minerals
2025-09-20,MDKI.JK,MDKI,PT Emdeki Utama Tbk,,Process industries
2025-09-20,MDLA.JK,MDLA,PT Medela Potentia Tbk,,Distribution services
2025-09-20,MDLN.JK,MDLN,PT Modernland Realty Tbk Class A,,Finance
2025-09-20,MDRN.JK,MDRN,PT Modern Internasional Tbk,,Retail trade
2025-09-20,MEDC.JK,MEDC,PT Medco Energi Internasional Tbk,,Energy minerals
2025-09-20,MEDS.JK,MEDS,PT Hetzer Medical Indonesia Tbk,,Health technology
2025-09-20,MEGA.JK,MEGA,PT Bank Mega Tbk,,Finance
2025-09-20,MEJA.JK,MEJA,PT Harta Djaya Karya Tbk,,Commercial services
2025-09-20,MENN.JK,MENN,PT Menn Teknologi Indonesia Tbk,,Finance
2025-09-20,MERI.JK,MERI,PT Merry Riana Edukasi Tbk,,Commercial services
2025-09-20,MERK.JK,MERK,PT Merck Tbk,,Health technology
2025-09-20,MFIN.JK,MFIN,PT Mandala Multifinance Tbk,,Finance
2025-09-20,MGLV.JK,MGLV,PT Panca Anugrah Wisesa Tbk,,Consumer durables
2025-09-20,MGNA.JK,MGNA,PT Magna Investama Mandiri Tbk,,Finance
2025-09-20,MGRO.JK,MGRO,PT Mahkota Group Tbk,,Process industries
2025-09-20,MHKI.JK,MHKI,PT Multi Hanna Kreasindo Tbk,,Industrial services
2025-09-20,MICE.JK,MICE,PT Multi Indocitra Tbk,,Distribution services
2025-09-20,MIDI.JK,MIDI,PT Midi Utama Indonesia Tbk,,Retail trade
2025-09-20,MIKA.JK,MIKA,PT Mitra Keluarga Karyasehat Tbk,,Health services
2025-09-20,MINA.JK,MINA,PT Sanurhasta Mitra Tbk.,,Consumer services
2025-09-20,MINE.JK,MINE,PT Sinar Terang Mandiri TBK,,Non-energy minerals
2025-09-20,MIRA.JK,MIRA,PT Mitra International Resources Tbk,,Industrial services
2025-09-20,MITI.JK,MITI,PT Mitra Investindo Tbk Class A,,Transportation
2025-09-20,MKAP.JK,MKAP,PT Multikarya Asia Pasifik Raya Tbk,,Producer manufacturing
2025-09-20,MKPI.JK,MKPI,PT Metropolitan Kentjana Tbk,,Finance
2025-09-20,MKTR.JK,MKTR,PT Menthobi Karyatama Raya Tbk,,Commercial services
2025-09-20,MLBI.JK,MLBI,PT Multi Bintang Indonesia Tbk,,Consumer non-durables
2025-09-20,MLIA.JK,MLIA,PT Mulia Industrindo Tbk,,Process industries
2025-09-20,MLPL.JK,MLPL,PT Multipolar Tbk Class A,,Retail trade
2025-09-20,MLPT.JK,MLPT,PT Multipolar Technology Tbk,,Technology services
2025-09-20,MMIX.JK,MMIX,PT Multi Medika Internasional Tbk,,Distribution services
2025-09-20,MMLP.JK,MMLP,PT Mega Manunggal Property Tbk,,Finance
2025-09-20,MNCN.JK,MNCN,PT Media Nusantara Citra Tbk,,Commercial services
2025-09-20,MOLI.JK,MOLI,PT Madusari Murni Indah Tbk,,Process industries
2025-09-20,MORA.JK,MORA,PT Mora Telematika Indonesia Tbk,,Communications
2025-09-20,MPIX.JK,MPIX,PT Mitra Pedagang Indonesia Tbk,,Commercial services
2025-09-20,MPMX.JK,MPMX,PT Mitra Pinasthika Mustika Tbk,,Distribution services
2025-09-20,MPOW.JK,MPOW,PT Megapower Makmur Tbk,,Utilities
2025-09-20,MPPA.JK,MPPA,PT Matahari Putra Prima Tbk,,Retail trade
2025-09-20,MPRO.JK,MPRO,PT Maha Properti Indonesia Tbk,,Finance
2025-09-20,MPXL.JK,MPXL,PT MPX Logistics International Tbk,,Transportation
2025-09-20,MRAT.JK,MRAT,PT Mustika Ratu Tbk,,Distribution services
2025-09-20,MREI.JK,MREI,PT Maskapai Reasuransi Indonesia Tbk,,Finance
2025-09-20,MSIE.JK,MSIE,PT Multisarana Intan Eduka Tbk,,Finance
2025-09-20,MSIN.JK,MSIN,PT MNC Digital Entertainment Tbk,,Consumer services
2025-09-20,MSJA.JK,MSJA,PT Multi Spunindo Jaya Tbk,,Process industries
2025-09-20,MSKY.JK,MSKY,PT MNC Vision Network,,Communications
2025-09-20,MSTI.JK,MSTI,PT Mastersystem Infotama Tbk,,Technology services
2025-09-20,MTDL.JK,MTDL,PT Metrodata Electronics Tbk,,Electronic technology
2025-09-20,MTEL.JK,MTEL,PT Dayamitra Telekomunikasi Tbk,,Communications
2025-09-20,MTFN.JK,MTFN,PT Capitalinc Investment Tbk Class A,,Finance
2025-09-20,MTLA.JK,MTLA,PT Metropolitan Land Tbk,,Finance
2025-09-20,MTMH.JK,MTMH,PT Murni Sadar Tbk,,Health services
2025-09-20,MTPS.JK,MTPS,PT Meta Epsi Tbk,,Industrial services
2025-09-20,MTWI.JK,MTWI,PT Malacca Trust Wuwungan Insurance Tbk,,Finance
2025-09-20,MUTU.JK,MUTU,PT Mutuagung Lestari Tbk,,Commercial services
2025-09-20,MYOH.JK,MYOH,PT Samindo Resources Tbk,,Energy minerals
2025-09-20,MYOR.JK,MYOR,PT Mayora Indah Tbk,,Consumer non-durables
